label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11
5	891 kg	0.7429	badminton	Stockton	0.7673	1421	0.2506	basketball	-855 m	Long Beach	1.5696	0.5577
2	-652 kg	-0.2693	volleyball	Chula Vista, Oakland	1.1476	506	None	basketball	400 m	San Diego, Los Angeles, Fremont	0.7861	0.4857
1	1380 kg	0.3624	motor sports	Moreno Valley	-0.0106	-809	0.4957	Golf	1667 m	Santa Ana	0.3769	0.0822
2	-1152 kg	1.6341	volleyball	Chula Vista	0.8166	642	0.5363	motor sports	2173 m	LOS ANGELES, SAN DIEGO	2.6883	1.3439
4	112 kg	-0.2351	basketball	San Francisco, San Bernardino	-0.168	1131	-0.2477	soccer	-363 m	Stockton	1.3161	-0.8076
0	-209 kg	1.9254	basketball	San Jose	0.1925	759	0.5767	baseball	1027 m	Fresno	0.0121	1.5267
1	None	0.1049	track & field	Riverside, Modesto	0.8224	377	2.5234	track & field	-423 m	Bakersfield, Santa Ana, Anaheim, Chula Vista, Irvine	1.1764	0.953
0	1115 kg	-0.9432	soccer	bakersfield, anaheim, fremont	1.9189	456	0.1627	track & field	1563 m	San Francisco	-0.4277	0.7333
3	1545 kg	1.4113	boxing	Santa Clarita	0.2864	-690	1.2244	ice hockey	-923 m	San Francisco	2.8918	0.8043
3	1036 kg	0.7619	baseball	San Francisco, Long Beach	0.1023	25	0.856	ice hockey	84 m	San Francisco	1.2211	0.0833
0	1990 kg	-0.7154	tennis	Fremont, Bakersfield, Los Angeles, Anaheim, Sacramento	1.3588	548	1.1401	baseball	1001 m	Moreno Valley, Modesto	0.2252	-0.1514
3	1544 kg	0.5425	boxing	Santa Clarita	1.2135	425	2.3979	badminton	503 m	Irvine, Santa Ana, Anaheim, Bakersfield, Chula Vista	0.3672	0.5739
1	-587 kg	0.4191	track & field	Irvine, Chula Vista	1.467	1187	1.5075	golf	226 m	Bakersfield, San Jose, Chula Vista, Anaheim, Irvine	0.0286	1.7234
5	1609 kg	-0.8352	golf	Stockton	0.9099	1243	0.2382	basketball	283 m	Santa Clarita	-0.4021	1.067
5	-320 kg	0.3255	badminton	Stockton	-0.532	1533	1.5979	basketball	2696 m	Santa Clarita	-0.7106	0.2853
1	-85 kg	0.5974	motor sports	Riverside, Modesto, Moreno Valley, Fresno	-1.0383	314	1.834	track & field	1425 m	San Jose, Irvine, Bakersfield, Chula Vista	2.3741	1.495
4	130 kg	0.0976	ice hockey	Long Beach, San Francisco	0.8002	91	0.8265	soccer	1424 m	Stockton	-0.8931	0.4334
3	1310 kg	0.5734	boxing	Santa Clarita	0.889	2192	1.0984	volleyball	-710 m	San Francisco	0.7791	-0.0162
0	24 kg	0.5441	soccer	Long Beach	1.5123	-176	0.6969	baseball	1438 m	Sacramento	1.2391	0.9011
2	1629 kg	1.0128	badminton	Chula Vista, Irvine	1.0643	1236	1.7252	boxing	-306 m	Fremont, San Diego, Los Angeles, San Bernardino	0.8957	0.3589
0	1907 kg	0.2977	football	LOS ANGELES, BAKERSFIELD, SACRAMENTO	0.1261	674	-0.7731	baseball	959 m	Bakersfield	0.4329	0.0467
5	-538 kg	-0.0405	N/A	Stockton	-0.2936	2521	-3.1073	basketball	1916 m	Long Beach	-0.1262	-0.6034
5	-195 kg	0.9319	golf	Stockton	-0.5029	914	-0.3086	basketball	1628 m	santa clarita	1.3497	0.7659
5	844 kg	-0.1977	badminton	Stockton	-0.2764	706	0.9715	basketball	-220 m	Long Beach	0.6102	-0.1904
1	642 kg	-0.7724	track & field	Riverside	0.7254	832	1.4108	golf	-1437 m	San Jose, Irvine, Bakersfield, Anaheim, Santa Ana	1.6537	1.0648
3	-501 kg	0.976	baseball	San Jose	-0.5553	841	0.7805	ice hockey	450 m	San Francisco	0.2916	0.6226
4	-795 kg	2.1191	ice hockey	Long Beach	1.3392	-500	-0.2992	soccer	215 m	Moreno Valley	0.8377	-0.3052
1	293 kg	0.0221	track & field	Fresno	-1.5314	698	0.5981	golf	-697 m	Chula Vista	0.7721	0.7793
1	-1033 kg	0.3005	Motor Sports	Fresno, Moreno Valley, Modesto	0.7289	252	1.4318	track & field	-1001 m	Anaheim, Irvine, Chula Vista, San Jose, Santa Ana	1.7543	1.1373
2	-2105 kg	0.4186	volleyball	chula vista	0.8048	-112	2.1524	running	-441 m	Fremont, San Bernardino	1.3737	0.2984
5	507 kg	-0.4833	golf	Stockton	0.3692	541	-0.833	basketball	200 m	Santa Clarita	-0.1556	1.1337
5	1225 kg	0.5942	golf	Stockton	0.0976	-122	0.4436	basketball	869 m	Santa Clarita	-0.1886	0.247
2	1239 kg	1.7619	volleyball	Chula Vista, Oakland	0.4998	370	1.2306	running	494 m	Los Angeles	0.6429	1.8932
4	1347 kg	1.5343	ice hockey	San Bernardino, Long Beach	1.0606	856	-0.6517	soccer	1415 m	Moreno Valley, Stockton	1.3143	1.2771
0	1184 kg	-0.6244	badminton	Bakersfield	-0.2288	1028	n/a	baseball	1047 m	Sacramento	0.8589	0.9948
5	478 kg	-0.1369	badminton	Stockton	-0.5923	127	-0.6506	Basketball	-2483 m	Santa Clarita	-0.6664	1.3943
2	187 kg	0.4255	volleyball	Chula Vista, Irvine	-0.3183	-761	1.3124	boxing	1208 m	Oakland	1.4597	0.8323
1	444 kg	-1.1335	motor sports	Riverside, Santa Ana	1.5539	-284	1.0473	track & field	1718 m	Anaheim	-0.1638	-0.1493
3	-541 kg	0.4674	baseball	San Jose	2.4221	-168	0.6516	Volleyball	2328 m	Riverside	0.1718	1.6131
4	2266 kg	-0.5478	football	sAN bERNARDINO	-0.0048	1571	-0.7333	soccer	-106 m	modesto	0.7301	-0.2925
2	1051 kg	0.0586	volleyball	Irvine	1.4433	42	0.3809	motor sports	821 m	Oakland, San Bernardino, San Diego	1.2315	0.6424
3	-1518 kg	2.3303	badminton	San Jose	1.1868	-511	0.7818	badminton	920 m	Riverside	2.1546	-0.4647
0	-112 kg	0.9612	soccer	San Diego	-0.1949	222	1.7515	baseball	1734 m	Sacramento	1.0652	-0.8454
2	52 kg	-0.2692	VOLLEYBALL	Chula Vista, Irvine	0.4308	1871	-0.6427	motor sports	898 m	San Bernardino, Fremont, Los Angeles	1.0771	0.3516
5	370 kg	0.3542	golf	Stockton	0.0431	1223	-2.4609	basketball	11 m	Santa Ana	-0.0484	0.7878
1	-672 kg	-0.1756	NULL	Modesto, Santa Ana, Fresno, Moreno Valley	0.5197	355	-0.245	track & field	893 m	Santa Ana, Anaheim	0.9866	1.0438
2	1637 kg	1.5179	volleyball	Santa Ana	1.2291	1324	1.5434	boxing	841 m	Fremont, Los Angeles, San Diego	2.6335	0.8631
4	-1047 kg	0.3425	basketball	San Francisco, San Bernardino	0.8736	682	-0.3058	soccer	1455 m	mORENO vALLEY, sTOCKTON	0.6442	0.2612
2	1314 kg	1.2175	volleyball	Irvine, Chula Vista	0.2094	1555	0.4514	running	2069 m	Oakland, San Diego, San Bernardino, Los Angeles	2.1606	1.3777
0	-787 kg	0.6788	tennis	Anaheim, Sacramento, Fremont	-0.7681	1003	-0.4721	baseball	49 m	Sacramento	-0.0729	1.6132
4	2396 kg	-0.6534	basketball	San Bernardino	1.9903	921	1.2625	soccer	398 m	Moreno Valley	-0.5519	-0.4442
3	47 kg	0.1636	tennis	Santa Clarita	0.7236	57	None	soccer	1070 m	San Francisco	1.3129	1.7275
0	-585 kg	-0.0769	soccer	Sacramento, Anaheim, Los Angeles, Bakersfield, San Diego	0.5952	2216	0.3116	baseball	1228 m	Bakersfield, Anaheim, Santa Ana, Chula Vista	1.8707	0.8337
3	1021 kg	0.5093	boxing	Santa Clarita	0.8106	-1538	2.1633	volleyball	1199 m	Riverside	0.2315	0.1134
1	-343 kg	0.971	badminton	Modesto, Moreno Valley, Santa Ana, Riverside	0.4558	87	-0.1483	golf	-152 m	Irvine	1.1559	1.455
3	490 kg	0.9798	boxing	Santa Clarita	0.7081	-130	-1.5548	ice hockey	-968 m	San Francisco	1.2855	0.1156
3	-363 kg	0.2774	boxing	San Jose	-0.0506	1082	1.5004	ice hockey	547 m	Riverside	1.9644	0.2689
3	1006 kg	1.0455	boxing	San Jose	-0.161	536	0.4567	volleyball	-929 m	San Francisco	0.6275	0.0749
4	893 kg	1.1429	ice hockey	San Francisco, Long Beach	-0.0674	-69	1.2286	soccer	1336 m	Moreno Valley, Stockton	2.6607	-0.0706
3	1135 kg	1.8083	baseball	San Jose	0.2392	210	-0.6524	volleyball	1083 m	San Francisco	1.0986	0.5618
2	629 kg	1.2208	boxing	Oakland	0.8823	-814	-0.1806	football	-82 m	Fremont	1.5117	1.7441
3	264 kg	2.4333	boxing	San Jose	1.5348	645	0.5497	tennis	932 m	Fremont, Los Angeles, San Bernardino, San Diego	-0.4132	0.2377
0	2104 kg	0.4831	tennis	Anaheim	0.7062	1491	-0.8687	baseball	1177 m	Fresno	0.4605	-0.3372
3	-683 kg	0.7297	baseball	san jose	0.5492	-1594	1.5137	ice hockey	-51 m	Riverside	0.8981	0.1284
1	579 kg	0.7066	track & field	Santa Ana, Modesto, Riverside	-0.3195	51	0.9312	track & field	20 m	San Jose, Bakersfield, Irvine, Chula Vista	-0.0646	0.3095
5	1933 kg	1.5991	golf	Stockton	0.6857	1846	1.6241	BASKETBALL	1419 m	Santa Clarita	-0.1824	0.7976
1	-163 kg	0.1434	track & field	Santa Ana, Fresno	0.5816	916	0.694	track & field	1550 m	Chula Vista, Bakersfield, Santa Ana, San Jose, Irvine	1.0302	-0.589
5	391 kg	1.3735	badminton	Anaheim, San Diego, Fremont, Sacramento, Los Angeles	1.1037	753	-2.327	soccer	887 m	SANTA CLARITA	-0.2135	0.0136
5	-665 kg	-0.713	ice hockey	Stockton	-0.3911	1442	0.1715	golf	-446 m	Santa Clarita	-1.0376	0.2765
3	158 kg	0.118	baseball	Santa Clarita	-0.0414	-1066	1.6024	ice hockey	937 m	Riverside	0.359	1.5589
3	2591 kg	1.6639	boxing	Moreno Valley	1.1669	110	1.1244	tennis	527 m	San Francisco	0.0867	1.0159
5	-246 kg	0.3985	badminton	Stockton	0.7057	877	-0.881	basketball	711 m	Santa Clarita	0.8935	1.6073
1	180 kg	-0.0748	motor sports	Santa Ana, Modesto, Riverside	-1.1026	452	0.5373	golf	-644 m	Bakersfield, Santa Ana, Irvine, Anaheim, San Jose	-0.0992	0.4756
1	94 kg	0.0477	soccer	Riverside	1.7524	913	-0.7654	golf	-149 m	San Jose, Chula Vista	1.4921	1.6523
0	1129 kg	0.2364	motor sports	Fremont	1.1919	874	1.0015	baseball	2026 m	Fresno	0.4269	-0.6439
1	398 kg	0.0714	motor sports	Modesto	0.4587	-714	1.8541	track & field	-294 m	Chula Vista, Irvine, Santa Ana, Anaheim, Bakersfield	0.1118	1.1941
4	-370 kg	0.908	ice hockey	Bakersfield, Anaheim, Sacramento	1.4036	1533	1.0855	soccer	1932 m	Modesto	-0.3456	0.7321
0	1153 kg	1.032	soccer	Oakland, Irvine	1.5617	1056	0.455	baseball	471 m	Sacramento	0.7836	0.992
5	-960 kg	0.1429	golf	San Jose	0.6863	1681	-0.008	?	-181 m	Santa Clarita	0.5322	2.5939
4	589 kg	0.6772	ice hockey	San Bernardino, San Francisco	1.5011	422	-0.4314	soccer	1064 m	San Francisco	-0.9635	0.7331
4	-2 kg	0.9651	basketball	San Bernardino	-0.2437	808	1.4141	baseball	282 m	Moreno Valley	-0.0116	0.6655
3	557 kg	1.685	baseball	Santa Clarita	0.9509	-2	2.0439	badminton	1806 m	San Francisco	1.3818	0.1268
5	717 kg	0.4521	golf	Stockton	0.4242	616	0.5634	basketball	49 m	Long Beach	0.4426	0.6009
3	66 kg	0.2095	baseball	San Jose	0.4088	-519	1.2921	tennis	1726 m	San Francisco	1.1177	0.8729
5	1875 kg	0.0955	RUNNING	Stockton		441	0.8548	basketball	-2121 m	Santa Clarita	0.5362	0.1783
2	1015 kg	1.1897	volleyball	Chula Vista	0.2144	1057	0.6071	motor sports	1703 m	San Diego, San Bernardino, Los Angeles, Fremont	0.8082	0.6907
4	117 kg	1.3039	ice hockey	San Bernardino, Long Beach	-0.3726	1017	0.4268	track & field	1790 m	Stockton, Moreno Valley	0.4672	0.3581
3	-1007 kg	1.8471	boxing	Santa Clarita	-0.3146	543	0.4938	track & field	2515 m	San Francisco	1.4447	0.2295
0	-138 kg	0.7885	tennis	Anaheim, Fremont, Sacramento	0.6756	809	0.3873	baseball	966 m	Sacramento	-0.026	0.0734
1	910 kg	0.6349	motor sports	Riverside, Fresno, Moreno Valley	0.0033	546	-0.3495	track & field	57 m	IRVINE	1.1157	0.6995
1		0.5021	track & field	Modesto, Fresno, Riverside, Santa Ana	1.2443	209	0.1145	track & field	308 m	Irvine, Anaheim, Bakersfield, San Jose	0.5829	-0.7366
3	-858 kg	0.5476	baseball	SANTA CLARITA	0.335	526	-0.3052	badminton	1901 m	Riverside	0.8269	0.4643
3	1377 kg	1.04	boxing	Santa Clarita	0.2272	678	-0.1828	ice hockey	1196 m	Sacramento	-0.8162	1.4511
2	-1384 kg	0.1591	volleyball	Irvine, Oakland	0.8926	1366	-0.035	running	854 m	Riverside	1.19	1.25
1	335 kg	-0.1429	motor sports	Santa Ana, Riverside, Fresno, Moreno Valley	1.0102	495	1.9112	track & field	-818 m	Anaheim	0.6599	0.7495
1	-378 kg	0.2651	motor sports	Santa Ana, Moreno Valley, Modesto, Riverside	0.9283	-1164	0.1281	golf	235 m	Chula Vista	-0.2457	1.839
2	-520 kg	1.2221	volleyball	Oakland	0.6973	1375	1.9706	football	1214 m	San Diego, Los Angeles, Oakland, San Bernardino	0.8076	1.1513
5	1212 kg	1.8946	golf	sTOCKTON	1.0403	1192	0.7981	basketball	-1612 m	Chula Vista, Irvine, Bakersfield, Santa Ana	0.9784	0.3651
3	352 kg	0.3112	volleyball	San Jose	1.5198	-962	0.8131	badminton	1200 m	San Francisco	0.7299	0.6149
2	-664 kg	-0.1129	volleyball	Oakland, Irvine	0.0061	767	0.7161	soccer	-409 m	Oakland	1.273	0.3009
4	122 kg	0.6503	basketball	San Francisco	-0.6913	1545	0.6741	soccer	273 m	Stockton	0.8767	0.6716
0	2808 kg	0.2242	football	Bakersfield	-0.6111	68	0.976	baseball	-1002 m	Modesto, Moreno Valley	-0.0511	-0.1584
0	1375 kg	1.2228	soccer	Los Angeles, Sacramento, Fremont, San Diego, Anaheim	1.6139	1612	0.877	baseball	1633 m	Stockton	-0.7726	0.3811
2	-268 kg	0.1383	volleyball	Long Beach, San Bernardino	0.7716	493	-0.2656	motor sports	2487 m	Oakland, Fremont, San Bernardino, Los Angeles	2.3097	1.0566
5	-966 kg	0.1021	running	Stockton	1.5261	308	0.393	basketball	-865 m	Long Beach	-0.9087	1.3093
3	1565 kg	0.6736	baseball	San Jose	0.3628	330	0.0345	ice hockey	2022 m	Riverside	0.5688	-0.3406
2	661 kg	2.3838	volleyball	Chula Vista, Irvine	1.2276	1124	-0.0492	football	583 m	San Jose	1.6311	-0.6336
0	-74 kg	0.0591	football	San Diego, Sacramento, Fremont, Los Angeles	1.2383	630	-0.7558	baseball	1144 m	SACRAMENTO	-0.405	1.8128
2	535 kg	-0.4288	volleyball	Oakland	N/A	512	0.402	motor sports	-889 m	Fremont, Los Angeles, Oakland, San Bernardino	1.6292	0.8943
5	937 kg	0.6247	badminton	Stockton	0.2372	868	0.0175	basketball	-1078 m	Long Beach	0.7851	1.4204
4	966 kg	-0.1923	ice hockey	San Francisco	1.0027	520	1.1624	soccer	-35 m	MODESTO	0.1212	-0.4273
4	528 kg	-0.7353	ice hockey	San Bernardino	0.6315	623	0.9587	soccer	63 m	Moreno Valley	-0.3596	None
1	678 kg	0.6412	motor sports	Moreno Valley	0.8463	262	1.1075	track & field	768 m	Chula Vista, Santa Ana, Bakersfield, Irvine	0.3597	0.7365
4	1922 kg	0.2052	ice hockey	Long Beach, San Francisco	-0.0512	1012	0.8965	track & field	1605 m	Modesto, Stockton	-0.8029	-0.3948
3	-111 kg	0.249	boxing	Santa Clarita	0.7664	362	2.1208	badminton	-569 m	Riverside	-0.4498	1.1468
3	-1005 kg	0.608	None	Santa Clarita	0.9622	643	-0.1048	volleyball	304 m	San Francisco	1.2306	-0.1953
2	-546 kg	0.82	volleyball	Moreno Valley, Fresno	0.6714	761	-0.642	motor sports	729 m	Fremont, San Diego, San Bernardino, Oakland	0.0707	0.7537
3	1623 kg	0.446	baseball	Santa Clarita	0.746	651	1.1223	tennis	1062 m	Riverside	1.0047	-0.0856
0	1101 kg	0.9554	tennis	San Diego, Fremont	-0.7444	-285	0.3764	baseball	2933 m	?	2.3046	2.0604
5	730 kg	1.0177	running	Stockton	1.2502	692	0.9074	basketball	280 m	Long Beach	N/A	-0.0764
4	416 kg	1.0469	basketball	San Francisco, Long Beach	-0.3843	303	0.4652	tennis	1702 m	Stockton	0.97	1.5381
4	511 kg	0.6704	basketball	San Francisco, Long Beach	0.812	1155	0.7938	soccer	-828 m	Moreno Valley, Stockton	1.4182	0.2525
5	1370 kg	0.3374	running	Stockton	-0.1229	554	1.2056	basketball	1072 m	Fremont, Oakland, San Bernardino, Los Angeles	0.1276	0.4978
3	306 kg	2.2818	boxing	San Jose	-0.1026	-15	1.1564	ice hockey	759 m	San Francisco	1.1705	0.7909
0	-68 kg	0.5269	track & field	Los Angeles, San Diego, Fremont, Sacramento, Bakersfield	0.5212	1579	-0.6384	baseball	456 m	Fresno	-0.9423	-0.5533
5	-521 kg	?	badminton	stockton	0.1453	2333	0.6475	tennis	1541 m	Santa Clarita	-0.9188	1.6348
4	1026 kg	0.3103	ice hockey	Fremont, Anaheim, Los Angeles, Bakersfield	-0.0245	637	-0.4653	soccer	651 m	Stockton, Moreno Valley	-0.2676	0.7129
2	1285 kg	1.113	volleyball	Irvine, Chula Vista	0.2879	701	0.9313	football	1470 m	San Diego	1.1185	-0.7336
1	1569 kg	1.4925	motor sports	Riverside, Moreno Valley	1.7783	239	1.9742	golf	-375 m	Chula Vista, Bakersfield, San Jose, Irvine	0.7249	-0.2345
4	-1414 kg	1.2202	basketball	Long Beach, San Bernardino	1.4922	1461	-0.9546	soccer	1328 m	Stockton	1.1161	0.4125
2	-889 kg	1.0742	volleyball	Chula Vista, Oakland	1.4815	1040	1.5998	running	365 m	San Diego	1.6313	1.0781
0	1325 kg	0.3924	football	Fremont, Bakersfield, Anaheim	0.556	1074	0.6471	baseball	1265 m	Sacramento	-0.0073	0.6227
4	777 kg	-0.2388	basketball	san bernardino, san francisco	2.1548	197	0.1469	soccer	467 m	Stockton	-0.5229	1.2412
2	-324 kg	0.4957	volleyball	Oakland	None	-116	1.2678	soccer	2380 m	Los Angeles, Fremont, San Diego	0.5884	1.3216
5	2636 kg	0.0861	running	Fremont, Los Angeles, Anaheim, San Diego	0.1911	2992	0.0471	basketball	95 m	Stockton	1.0302	1.3257
1	1135 kg	0.2613	motor sports	Moreno Valley, Santa Ana	0.0891	822	1.4091	golf	-388 m	Santa Ana, Irvine, San Jose	0.5045	1.7972
1	296 kg	0.6837	motor sports	Riverside, Moreno Valley, Modesto, Fresno	-0.0733	258	-0.599	golf	622 m	Anaheim	0.717	1.1233
5	2051 kg	1.7788	golf	Stockton	1.3762	516	0.4476	basketball	1148 m	Long Beach	0.6045	1.4919
2	-66 kg	0.7342	volleyball	Irvine	0.5792	89	0.9669	boxing	-99 m	San Diego, Los Angeles, Fremont, San Bernardino	0.9322	1.0974
5	1127 kg	0.8002	running	Stockton	1.7268	N/A	0.4338	basketball	-443 m	Long Beach	0.5583	0.445
4	1328 kg	-0.2757	basketball	Santa Clarita	-0.3534	824	-0.7534	soccer	1015 m	Stockton	1.0414	-1.3956
5	919 kg	-0.1935	golf	Stockton	1.1696	1574	0.1043	basketball	-40 m	Santa Clarita	1.7575	1.2941
5	327 kg	0.7492	golf	Long Beach, San Francisco	0.2807	766	0.9374	badminton	1162 m	Santa Clarita	0.5864	2.6368
1	256 kg	0.9784	track & field	Santa Ana, Modesto, Riverside	0.9742	-292	0.3009	golf	-663 m	Santa Ana, Chula Vista, Bakersfield, Irvine	0.1664	0.8768
0	-125 kg	-0.7199	football	Anaheim, Los Angeles, Bakersfield, San Diego	1.6451	1746	0.0466	baseball	1952 m	Sacramento	-0.3906	1.2605
0	1644 kg	-0.5578	football	Fremont	1.3143	598	-1.6226	baseball	1236 m	Sacramento	1.3586	0.4245
4	-1601 kg	0.6573	basketball	Long Beach, San Bernardino	1.1488	191	-0.1365	soccer	-489 m	Modesto, Moreno Valley	0.4315	1.2788
2	501 kg	1.4447	volleyball	Irvine, Oakland	0.0247	1025	-2.3776	running	637 m	Fremont	-0.0952	1.368
5	883 kg	0.3911	badminton	Stockton	-0.5586	2804	0.5991	basketball	621 m	Long Beach	0.5386	1.7888
1	293 kg	0.0607	track & field	Los Angeles, Sacramento, Anaheim	0.8128	1485	0.0257	golf	1523 m	San Diego, San Bernardino	0.2397	0.7895
3	719 kg	-0.2171	boxing	San Jose	0.5278	476	1.6881	soccer	303 m	San Francisco	1.7851	0.6198
2	362 kg	-0.1606	volleyball	Chula Vista	0.553	719	0.7339	football	2157 m	San Diego	2.5498	0.5979
3	369 kg	0.1485		Santa Clarita	0.1358	346	0.2535	ice hockey	953 m	San Francisco	-0.3481	-0.6557
3	526 kg	0.8113	BOXING	San Jose	1.0751	589	1.0823	volleyball	872 m	Riverside	0.29	0.3222
0	-527 kg	0.5278	baseball	Los Angeles, San Diego, Sacramento, Anaheim	0.4259	847	0.0129	baseball	-395 m	Santa Clarita	0.9666	1.7143
4	867 kg	0.7556	ice hockey	San Bernardino, San Francisco	0.8291	110	0.422	soccer	1288 m	Modesto, Stockton	1.8003	0.6396
5	-880 kg	0.2066	badminton	Stockton	0.7688	1042	1.2321	basketball	-159 m	Long Beach	0.5457	2.7419
5	303 kg	1.0886	running	Stockton	1.31	805	0.6126	basketball	95 m	Sacramento	1.4435	0.7831
4	932 kg	-0.3389	basketball	Long Beach, San Francisco	1.4215	1096	1.5058	soccer	-29 m	Modesto	0.3719	0.3159
1	-13 kg	0.1035	track & field	Modesto, Santa Ana, Fresno, Riverside	-0.5295	-410	2.5183	golf	-1053 m	Santa Ana	1.3384	0.8005
0	-442 kg	0.1234	tennis	Anaheim, Fremont, San Diego, Sacramento, Los Angeles	-0.3016	2080	0.029	baseball	941 m	Fresno	2.4627	0.1043
5	475 kg	-0.2283	golf	Stockton	1.0471	626	-0.5356	basketball	488 m	Long Beach	0.8352	0.1413
4	923 kg	0.2875	basketball	San Bernardino	1.2964	1024	-0.0132	soccer	-650 m	Modesto, Stockton	0.5195	0.5597
0	1336 kg	-1.727	soccer	Los Angeles, Fremont	1.2401	1314	2.6598	baseball	757 m	Sacramento	2.1468	-0.2385
4	564 kg	1.6253	basketball	Long Beach, San Bernardino	-0.5722	701	1.2392	soccer	174 m	Santa Clarita	-0.577	-0.7681
4	1266 kg	1.28	ice hockey	Long Beach, San Francisco	1.1948	934	1.6146	soccer	1035 m	Stockton	0.1792	0.7681
1	-638 kg	0.0518	track & field	Fresno	-0.9981	-137	-0.2476	track & field	-42 m	Moreno Valley, Modesto	0.1683	-0.3588
1	-888 kg	-0.6634	motor sports	Moreno Valley, Riverside, Santa Ana, Modesto	-0.1822	-319	-0.5103	golf	1050 m	San Jose	-0.2673	0.1491
4	1536 kg	-0.7586	ice hockey	San Francisco	0.6724	1264	-0.514	soccer	1847 m	Fremont, Los Angeles, San Diego	1.427	1.0731
